pid,mlId
barry_sonnenfeld,410
michael_lehmann,413
john_badham,415
jonathan_kaplan,416
whit_stillman,417
john_landis,420
caroline_thompson,421
michael_apted,422
stephen_hopkins,423
william_friedkin,424
tony_richardson,425
abel_ferrara,426
jennifer_lynch,427
adam_resnick,429
john_whitesell,430
brian_de_palma,431
paul_weiland,432
bertrand_tavernier,433
renny_harlin,434
steve_barron,435
richard_rush,436
michael_ritchie,437
ivan_reitman,440
richard_linklater,441
marco_brambilla,442
gus_van_sant,444
carl_reiner,445
ronny_yu,448
rusty_cundieff,449
alek_keshishian,450
john_irvin,452
barry_sonnenfeld,453
simon_wincer,455
mimi_cave,456
lucy_blakstad,457
walter_hill,458
to_o_leal,459
howard_deutch,460
rose_troche,461
john_woo,464
jim_abrahams,466
julianna_lavin,467
eric_meza,470
james_l_brooks,472
daniel_petrie_jr,473
wolfgang_petersen,474
jim_sheridan,475
brian_gibson,477
barry_levinson,478
stephen_hopkins,479
steven_spielberg,480
dominic_sena,481
roger_avary,482
daniel_petrie,484
john_mctiernan,485
james_lapine,486
simon_wincer,487
david_cronenberg,488
richard_benjamin,489
harold_becker,490
woody_allen,492
albert_hughes_allen_hughes,493
stuart_baird,494
tom_noonan,496
kenneth_branagh,497
anthony_minghella,499
chris_columbus,500
mike_leigh,501
john_erick_dowdle,504
rob_reiner,505
sally_potter,506
jonathan_demme,508
rebecca_tansley,509
john_singleton,510
mel_smith,513
meg_staahl,515
penny_marshall,516
philip_kaufman,517
fred_dekker,519
mel_brooks,520
peter_medak,521
geoffrey_wright,522
victor_nunez,523
david_anspaugh,524
steven_spielberg,527
steven_zaillian,529
john_waters,532
peter_levin,533
richard_attenborough,534
robert_altman,535
john_duigan,537
fred_schepisi,538
nora_ephron,539
phillip_noyce,540
ridley_scott,541
steve_rash,542
thomas_schlamme,543
rowdy_herrington,544
annabel_jankel_rocky_morton,546
ernest_r_dickerson,547
deran_sarafian,548
fran_ois_girard,549
andrew_fleming,550
george_p_cosmatos,553
tony_scott,555
todd_solondz,562
claude_berri,563
dennis_hopper,564
pedro_almod_var,567
gurinder_chadha,568
andrew_scheinman,569
david_o_russell,574
george_miller,577
michael_austin,580
chris_columbus,586
jerry_zucker,587
ron_clements_john_musker,588
james_cameron,589
kevin_costner,590
tim_burton,592
william_cottrell_david_hand_wilfred_jackson,594
gary_trousdale_kirk_wise,595
norman_ferguson_t_hee_wilfred_jackson,596
garry_marshall,597
c_m_talkington,600
michael_hoffman,605
bill_condon,606
joel_coen_ethan_coen,608
david_r_ellis,609
gerald_potterton_john_bruno_john_halas,610
kevin_yagher,611
cary_joji_fukunaga,613
fernando_trueba,618
bill_couturi,619
lars_bergstr_m_mats_bigert,627
gregory_hoblit,628
larry_leker_paul_sabella,631
hal_salwen,633
jonathan_r_betuel,634
todd_verow,636
jonathan_lynn,637
spike_lee,639
henri_georges_clouzot,640
anne_mond,645
edward_zwick,647
brad_bird,648
pen_densham,650
rob_cohen,653
steve_rash,656
henry_selick,661
james_foley,662
kelly_makin,663
emir_kusturica,665
jim_mallon,671
joe_pytka,673
roger_vadim,674
george_hickenlooper,678
randal_kleiser,685
simon_wincer,688
richard_benjamin,691
norberto_barba,692
clint_eastwood,695
steven_baigelman,697
zalman_king,698
patrick_read_johnson,700
mischa_kamp,703
steve_gomer,706
lee_tamahori,707
michael_lehmann,708
nick_deocampo,709
tom_decerchio,710
alan_shapiro,711
jim_jarmusch,714
harold_ramis,719
ian_mcculloch,720
jeff_smith,724
bruce_beresford,726
john_schlesinger,728
phil_joanou,731
barry_levinson,733
jan_de_bont,736
david_hogan,737
tom_holland,742
rick_friedberg,743
ian_mcculloch,745
richard_schenkman,748
stanley_kubrick,750
freida_lee_mock,759
joseph_vilsmaier,760
byung_chun_min,761
andrew_bergman,762
james_mangold,764
francis_ford_coppola,765
mary_harron,766
djibril_diop_mamb_ty,773
federico_fellini_louis_malle_roger_vadim,775
danny_boyle,778
scott_winant,779
bernardo_bertolucci,781
carolina_bradilli,782
bobby_farrelly_peter_farrelly,785
chuck_russell,786
alexandre_rockwell,795
rob_cohen,798
john_sayles,800
bronwen_hughes,801
jon_turteltaub,802
nicole_holofcener,803
edward_burns,804
giovani_barros,805
michael_corrente,806
fraser_c_heston,808
kevin_hooks,809
paul_michael_glaser,810
howard_franklin,813
peter_sehr,824
john_payson,829
ron_howard,832
hart_bochner,833
annette_haywood_carter,835
andrew_davis,836
danny_devito,837
douglas_mcgrath,838
harry_winer,840
john_carpenter,849
julian_schnabel,851
ron_shelton,852
hriday_shetty,858
lana_wachowski_lilly_wachowski,866
arthur_hiller,867
robert_altman,869
christopher_cain,870
steve_oedekerk,875
david_mickey_evans,881
norman_jewison,885
ernest_r_dickerson,886
roy_allen_smith,888
trevor_nunn,892
keith_gordon,893
sam_wood,897
stanley_donen_gene_kelly,899
stanley_donen,901
blake_edwards,902
alfred_hitchcock,903
alfred_hitchcock,904
frank_capra,905
george_cukor,906
alfred_hitchcock,908
steve_jambeck,909
billy_wilder,910
stanley_donen,911
michael_curtiz,912
george_cukor,914
billy_wilder,915
william_wyler,916
vincente_minnelli,918
robert_v_barron,919
victor_fleming,920
richard_benjamin,921
orson_welles,923
stanley_kubrick,924
joseph_l_mankiewicz,926
thierry_michel,927
alfred_hitchcock,928
alfred_hitchcock,929
alfred_hitchcock,930
alfred_hitchcock,931
alfred_hitchcock,933
charles_shyer,934
ernst_lubitsch,936
billy_wilder,937
vincente_minnelli_charles_walters,938
otto_preminger_rouben_mamoulian,942
frank_capra,944
mark_sandrich,945
ernst_lubitsch,946
gregory_la_cava,947
george_stevens,948
elia_kazan,949
howard_hawks,951
frank_coraci,952
frank_capra,953
frank_capra,954
howard_hawks,955
george_stevens,956
john_cromwell,959
jack_gold,961
george_a_romero,968
john_huston,970
richard_brooks,971
frank_capra,973
urszula_antoniak,979
darrell_roodt,981
joshua_logan,982
carroll_ballard,986
mike_cahill,987
allison_anders,988
ringo_lam,990
neil_jordan,991
matthew_broderick,993
campbell_scott_stanley_tucci,994
walter_hill,996
f_gary_gray,998
john_herzfeld,999
michael_apted,1003
robert_lieberman,1005
matt_orefice,1006
norman_foster,1008
john_hough,1009
robert_stevenson,1011
robert_stevenson,1012
david_swift,1014
duwayne_dunham,1015
ken_annakin,1017
robert_stevenson,1018
richard_fleischer,1019
jon_turteltaub,1020
william_dear,1021
kenneth_branagh,1022
wolfgang_reitherman_ben_sharpsteen,1023
kevin_reynolds,1027
robert_stevenson,1028
samuel_armstrong_norman_ferguson_wilfred_jackson,1029
david_lowery,1030
robert_stevenson_ward_kimball,1031
tim_burton,1032
matthew_bright,1034
ralph_lawson,1035
john_mctiernan,1036
david_yates,1041
tom_hanks,1042
michael_pressman,1043
hettie_macdonald,1046
al_pacino,1050
steve_buscemi,1051
john_mcnaughton,1053
spike_lee,1054
george_p_cosmatos,1055
michael_winterbottom,1056
woody_allen,1057
doug_liman,1060
barry_levinson,1061
tad_stones,1064
mark_sandrich,1066
edward_dmytryk,1068
mel_stuart,1073
ed_sinclair,1076
woody_allen,1077
woody_allen,1078
terry_jones,1080
blake_edwards,1081
kevin_antoine,1082
arthur_penn,1084
bj_rn_tj_rnberg,1085
alfred_hitchcock,1086
emile_ardolino,1088
quentin_tarantino,1089
oliver_stone,1090
ted_kotcheff,1091
paul_verhoeven,1092
ray_manzarek,1093
james_foley,1095
alan_j_pakula,1096
steven_spielberg,1097
adam_penford,1099
tony_scott,1100
tony_scott,1101
nicholas_ray,1103
amy_heckerling,1107
alan_taylor,1112
peter_cohn,1119
rich_wilkes,1121
mark_rydell,1124
ate_de_jong,1126
fabrice_bl_e,1127
allan_siegel,1128
john_carpenter,1129
claude_berri,1131
howard_zieff,1135
terry_gilliam_terry_jones,1136
rick_castro_bruce_la_bruce,1137
michael_ray_rhodes,1140
leon_gast,1147
ian_mcculloch,1148
martine_dugowson,1163
garry_marshall,1167
phillip_rhee,1170
tim_robbins,1171
peter_greenaway,1173
marc_caro_jean_pierre_jeunet,1175
mike_newell,1177
stanley_kubrick,1178
peter_chelsom,1180
gabriele_salvatores,1184
jim_sheridan,1185
steven_soderbergh,1186
john_sayles,1187
baz_luhrmann,1188
alek_keshishian,1191
jennie_livingston,1192
milos_forman,1193
irvin_kershner,1196
terry_gilliam,1199
james_cameron,1200
bruce_robinson,1202
sidney_lumet,1203
david_lean,1204
robert_mulligan,1207
francis_ford_coppola,1208
richard_marquand,1210
martin_scorsese,1213
ridley_scott,1214
sam_raimi,1215
akira_kurosawa,1217
alfred_hitchcock,1219
stanley_kubrick,1222
kenneth_branagh,1224
milos_forman,1225
michael_gillis,1226
sergio_leone,1227
martin_scorsese,1228
woody_allen,1230
andrei_tarkovsky,1232
lawrence_jordan,1234
hal_ashby,1235
david_schwimmer,1236
bill_forsyth,1238
edward_zwick,1242
woody_allen,1244
joel_coen_ethan_coen,1245
peter_weir,1246
